Sentences,contains_a_deadline,deadline,deadline_type
the questions will not be the same at each test but they will be overall,0,,
of the same type. Only the best grade will be taken into account.,0,,
After each test you will be able to consult solutions and compare,0,,
your answers. I encourage you to redo each duty at least twice as an,0,,
exercise. The computer keeps and give me all your essays and their,0,,
solutions. Start the assignment as soon as possible and make sure to,0,,
have it nished before the due date.,0,,
Notes of homeworks will be recorded on the site of M obius and here,0,,
are the dates selected for homework,0,,
Homework 1 deadline January 22,1,01-22,assignment
Homework 2 deadline February 5,1,02-05,assignment
Homework 3 deadline February 26,1,02-26,assignment
Homework 4 deadline March 11,1,03-11,assignment
Homework 5 deadline April 01,1,04-01,assignment
Attending lectures A regulation of the Faculty of Sciences requires that all student at,0,,
tends at least 80% of course lectures to be admitted to the nal,0,,
exam. Moreover the experience shows that students who do not,0,,
attend lectures regularly are unlikely to succeed.,0,,
Help center  The help center has been set up to help you when you have dif,0,,
culties in math basic courses. It is located at STEM 207 and for,0,,
more information consult the site httpsscience.uottawa.ca,0,,
enfacultyservicesfirstcycle .,0,,
You must ask specic questions when you are in the help center.,0,,
Help Center sta are not there to explain complete chapters.,0,,
The Help Center runs on rst come rst serve basis and there,0,,
is a 10 minute limit per student. You must accept that there may be,0,,
a waiting time before answering your questions.,0,,
Help Center sta will be happy to help you except as regards the,0,,
problems of homework. If you have diculties with an homework,0,,
problem you have to rather ask for help on a similar problem or see,0,,
the professor during his oce hours.,0,,
3Cours breakdown week by week,0,,
Week Monday Wednesday,0,,
1 Jan. 6 to 8 x7.8 Improper integrals x6.1 Area between curves,0,,
x6.1 Area between curves x6.2 Volumes,0,,
2 Jan. 13 to 15 x6.2 Volumes x6.4 Work,0,,
x6.3 Volume by cylindrical,0,,
shellsx6.5 Average value of a,0,,
function,0,,
3 Jan. 20 to 22 x8.3 Applications to,0,,
physics and engineeringx11.1 Sequences,0,,
pressure moments x11.2 Series,0,,
4 Jan. 27 to 29 x11.2 Series x11.4The comparison tests,0,,
x11.3 Integral tests and es,0,,
timates of sumsx11.5 Alternating series,0,,
5 Feb. 3 to 5 Midterm 1 x11.6 Absolute conver,0,,
gence and the ratio and root,0,,
tests,0,,
it covers x11.7 Strategy for testing,0,,
series,0,,
x7.8 6.16.5 8.3,0,,
6 Feb. 10 to 12 x11.8 Power series x11.9 Representation of,0,,
functions as power series,0,,
7 Feb. 24 to 26 x11.10 Taylor and Maclau,0,,
rin seriesx11.11 Applications of Tay,0,,
lor polynomials,0,,
8 Mar. 2 to 4 x9.1 Modelling with DEs x9.2 Direction elds ad Eu,0,,
lers method,0,,
x9.2 Direction elds ad Eu,0,,
lers methodx9.3 Separable DEs,0,,
9 Mar. 9 to 11 x9.3 Separable DEs x14.1 Functions of several,0,,
variables,0,,
x9.4 Models for population,0,,
growth14.2 Limits and continuity,0,,
10 Mar. 16 to 18 Midterm 2 x14.3 Partial derivatives,0,,
it covers,0,,
4x11.4  11.11x9.19.4,0,,
11 Mar. 23 to 25 x14.4 Tangent planes and,0,,
linear approximationsx14.5 Chain rule,0,,
12 Mar. 30 to Apr. 1 x14.6 Directional deriva,0,,
tives and the gradient vec,0,,
torReview,0,,
5Suggested problems,0,,
It is important to practice a lot of exercises. The list below is shot course volumes and have,0,,
their answers at the end of each volume. Exercises marked with a star are more dicult but,0,,
it is worth to try.,0,,
x6.1  1 3 7 9 11 12 16 17 20 27 28 48 53.,0,,
x6.2  3 6 8 9 11 13 15 22 24 25 27 30 54 58 59.,0,,
x6.3  3 5 9 12 14 17 19 20 23a 25a 42 43.,0,,
x6.4  2 3 5 6 8 12 14 15 16 20 23 24 25 26 29.,0,,
x6.5  5 7 8 15 17.,0,,
x7.8  1 3 5 11 15 19 23 28 33 34 35 39 42.,0,,
x8.1  7 9 10 12 14 18 19 36.,0,,
x8.3  4 5 6 8 9 12ab 14 22 26 27 37.,0,,
x9.1  3ab 5 7 11 12 13.,0,,
x9.2  1 3 5 11 19 20 22 24.,0,,
x9.3  1 2 3 4 7 10 12 15 19 20 42 45 47 48.,0,,
x9.4  1 6 7 9 12.,0,,
x11.1  5 6 8 15 16 23 25 29 34 37 45 47 49 55 73 76 79.,0,,
x11.2  9 13 23 24 35 40 42 43 44 45 47 48 52 53 80.,0,,
x11.3  1 2 5 7 9 15 18 22 27 29 34.,0,,
x11.4  1 3 4 7 9 13 19 23 31 33 42.,0,,
x11.5  3 5 7 10 16 17 20 23 25 27 31.,0,,
x11.6  1 2 4 5 10 17 21 26 31 36 40.,0,,
x11.7  1 2 3 8 10 11 13 16 22 31.,0,,
x11.8  4 7 9 13 15 18 20 26 28 29.,0,,
x11.9  1 2 3 4 7 9 11 15 17 26 29 30 40ab.,0,,
x11.10  4 11 14 21 22 32 38 40 43 49 54 55 57 60 61 67 73 77.,0,,
x11.11  13ab 16ab 20ab 25 26 33.,0,,
x14.1  1 3 7 9 13 19 23 31 33 42.,0,,
x14.2  3 4 5 15 17 19 21 25 29 33 41 43 45 47 49 51 55 57 76abd 83.,0,,
x14.3  1 5 11 15 19 21 23 25 33 35 39.,0,,
x14.4  3 5 7 9 13 15 17 19 23 25 27 33 35 39 41 43.,0,,
x14.5  4 5 10 15 16 17 21 29 31 33 38 43 45 59 61.,0,,
6,0,,
INTRODUCTION TO,0,,
BUSINESS MANAGEMENT,0,,
ADM1100 A,0,,
Fall 2019,0,,
Professor  Ysabella Lee,0,,
Office  DMS 5140,0,,
EMail ysabella.leetelfer.uottawa.ca,0,,
Office Hours  By appointment.,0,,
Please confirm your intentions by e mail.,0,,
Class Location  100 Louis Pasteur  CRX Room C240,0,,
Class Hours  Mon 1900  2150,0,,
Prerequisite  None,0,,
Program of study  Choose between the three choices below,0,,
BCom mandatory course,0,,
Mandatory course of option  or specialization,0,,
Optional course of option  or specialization,0,,
GRADING OF STUDENTS IN ADM 1 100,0,,
Course Deliverable  Due Date  Weight on Final Grade,0,,
MidTerm Exam  2 hours  Oct 21st in class  35%,1,10-21,midterm
Team  Case Study  Nov 14th 10AM   20%,1,11-14,project
Final Examination  During the Examination period  45%,0,,
2 COURSE DESCRIPTION,0,,
This course has the following objectives,0,,
1. To provide the future manager with basic knowledge of the methods by which an,0,,
organization can function effectively,0,,
2. To understand the managers role and main functions,0,,
3. To learn how the managerial functions can be applied in the management of an o rganization.,0,,
Students will be introduced to the philosophy of modern management organized as four parts,0,,
1. Theoretical Constructs,0,,
2. Entrepreneurship and Forms of Business Ownership,0,,
3. Functions of the Manager Planning Organizing Leading and Controlling,0,,
4. Selected Managerial Challenges Strategy Organizational Change Teamwork Human,0,,
Resources Management Accounting and Marketing,0,,
COURSE CONTRIBUTION TO PROGRAM LEARNING GOALS,0,,
LG1 Understand Apply and Integrate Core Management Disciplines,0,,
LG3 Demonstrate Leadership Interpersonal and Communication Skills,0,,
LG5 Unlock the Value of Globalization,0,,
The content and pedagogical approach to this course while introductory affords students the,0,,
early opportunity to begin understanding ap plying and integrating core management disciplines,0,,
such as planning organizing leading and controlling.  This learning goal is evaluated through,0,,
formal examinations as well as through case studies discussed in class. Students will have an,0,,
opportunity to develop their interpersonal and communication skills through various in class,0,,
exercises and through in class case study assessment.  The value of globalization  in the,0,,
management context is an important component of this course and is interspersed throughout,0,,
the lecture treatment of various management disciplines.  Unlocking the value of globalization is,0,,
formally evaluated through a specific com ponent of the fina l exam .,0,,
PEDAGOGY,0,,
This course will use a combination of formal lectures discussions and case studies. The lectures,0,,
given are intended to highlight the main points of the assigned readings and to further,0,,
complement  these points with issues and ideas raised in other pertinent material.  The discussions,0,,
held in the lectures will help to clarify and expand on the themes of the course.,0,,
In order to participate meaningfully in discussions and to optimize learning studen ts must come,0,,
to each lecture well prepared . Therefore it is expected  that students will complete any required,0,,
readings exercises and case studies prior to the lecture in which the material is scheduled to be,0,,
covered.,0,,
3 REQUIRED TEXTBOOKMATERIALS,0,,
Required textbook Robbins Coulter Leach and Kilfoil Management Twelfth Canadian,0,,
Edition. Pearson Canada Inc. 2019.,0,,
Optional  MyLab Management access codes  details through Brightspace,0,,
Optional book  for team case analysis Delcorde David H J The Art of Business and Management,0,,
Case Analysis Kendall Hunt 2019,0,,
The required e text is from  Robbins Coulter Leach and Kilfoil Management Twelfth Canadian,0,,
Edition.  Pearson Canada Inc. 2019.  It also comes with MyLab  Management access codes,0,,
that can be purchased locally at the Campus Bookstore  Agora Books  Optional . A printed,0,,
loose leaf version of the text is also available for additional 15 CDN. If students are interested,0,,
in this print offer please follow the s teps to complete the loose leaf print offer form. The,0,,
instructions can be found in the MyLab course under the title Print Offer.  This offer is only,0,,
available to students who have already purchased the eText version of their MyLab.,0,,
In addition students will also use an online University portal to access course notes and,0,,
material.   This material will be available to you through the Virtual Campus system Brightspace,0,,
COURSE REQUIREMENTS,0,,
MID TERM EXAMINATION  35%,0,,
There will be a 2hour  midterm examination held during the semester on October 21  201 9.  The,1,10-21,midterm
midterm examination will cover all materials up to and including October 1 0. Other details,0,,
regarding the examination will be announced in class .,0,,
A student who misses the mid term examination for medical reasons only may apply to write a,0,,
deferred mid term examination.  The deferred examination can only be taken in the time period,0,,
allotted to deferred examinations by the Telfer School of Management.  Note that the approval,0,,
to write a deferred examination rests with the deferral committee of the Telfer School of,0,,
Management and not the individual professor see below for additional details.,0,,
FINAL EXAMINATION  45%,0,,
There will be a three 3 hour Fin al Examination held during the official examination p eriod. This,0,,
examination will be cumulative   in other words  it will be based on the entire semester and will,0,,
cover all course material at the discretion of the professor.   The content of each Examination will,0,,
be based on material covered in the lectures discussions and assigned readings.,0,,
Note Students  who are  absent two or more classes will be excluded from the final examination,0,,
for thi s course . Random attendance check will be done through the term.,0,,
4 TEAM CASE STUDY 20%,0,,
In teams of 810 students will be required to complete a case study.  Details on the case study,0,,
and forming teams will be communicated by the professor in class.  Team case  project is due at,0,,
10 AM  on November 14 201 9.  If the project is not submitted at the due an automatic deduction,0,,
penalty of 25% of the project mark will be applied.   Each subsequent day thereafter will incur an,0,,
additional 25% penalty.   See Due Dates and Grading section below for further details  about the,0,,
late submission.,0,,
TEAM FORM DEADLINE  Sept 28th,0,,
Team Group  formation deadline Sep 28st 10  AM Self enroll through Brightspace. If you cannot,0,,
find the group you will be randomly assigned to the group by Sep 30th.,0,,
PEER EVALUATION  optional,0,,
You are going  to provide a confidential evaluation of the contribution of each of your team,0,,
members including your own. This mark could be used to reduce by up to 50% or increase by,0,,
up to 10% the project grades of students judged to have made a substandard or exc eptional,0,,
contribution.  Further details will be given during the class.,0,,
DUE DATES AND GRADING,0,,
Team projects are due at the given due date and time. There is no grace period,0,,
regardless of reason. The late penalty is  25% of the assignment mark for each day or part,0,,
thereof.,0,,
All assignments submitted even late will be reviewed and graded with feedback.,0,,
No make up activity or assignment can be undertaken in order  to improve your midterm,0,,
project final exam or course marks.,0,,
All work submitted in this class must be your own. Cheating plagiarizing and gaining unfair,0,,
advantages over others will NOT be tolerated. As per University policy penalties for,0,,
cheating are  severe failure suspension expulsion from the university. Evil doers may,0,,
also suffer long term irreparable damage to their conscience.,0,,
Specific details about the project expectations requirements and deadlines will be,0,,
available during the classes and  will be posted on Brightspace. Please ensure that you,0,,
follow all the requirements.,0,,
MEDICAL CERTIFICATES,0,,
Students are expected to write or submit all course deliverables as scheduled according to this,0,,
Course Outline. Medical absences with the appropriate medical certificate are the only,0,,
acceptable reasons for failure to hand in or complete a requirement of this course at the specified,0,,
time. THERE WILL BE NO EXCEPTIONS.  For a missed Mid term or Final Exam medical certificates,0,,
must be submitte d along with deferred exam application and a medical certificate form to the,0,,
Student Services Centre DMS 1100 of the Telfer School of Management.  For other missed,0,,
deliverables the original medical certificates can be submitted directly to the Professor .,0,,
5 COMMUNICATION,0,,
Use your university account . Email from other domains hotmail yahoo... may be,0,,
screened by anti spam filters.,0,,
Subject  Always identify the course number and section followed by a brief description,0,,
of the issue or concern e.g. ADM3321C Team project topic,0,,
The Text Body Field  Keep things simple clean and to the point. Address me using my,0,,
professional title Professor Lee Be specific and detailed about what the difficulty or,0,,
challenge is regarding. Ask an actual questio n rather than leaving it up to me to infer,0,,
what you dont understand. Punctuate. Capitalize appropriately. Use complete words,0,,
and sentences this is not texting. Check your spelling. Be nice and thank me for,0,,
answering. Use your full name group namenumbe r and student number as signature.,0,,
Professor Response Time  I read and respond to student e mail during my weekday,0,,
office hours. Thus you can expect a response within two work days.,0,,
REMARKING,0,,
1. Remarking Assignments andor Examinations   From time to time students have,0,,
legitimate concerns about marks they have received on a piece of work submitted.  It is,0,,
important to understand that you do have recourse if you feel that any paper handed,0,,
back to you has not been marked appropriately fo r the work you have submitted.,0,,
If you ever feel this way during this course you must embark upon the following,0,,
procedure within one week of the paper being handed back in class,0,,
a. Indicate in writing specifically what your concerns is are. This does n ot,0,,
mean that you simply say I think I deserve more marks. You must clearly,0,,
indicate where the marker made a mistake in hisher marking of the paper.,0,,
In this regard you must refer to the class notes excerpt in the textbook,0,,
etc. supporting your claim.,0,,
b. After completing 1 above you must submit the paper with your written,0,,
comments back to the Professor within one week of the paper being,0,,
handed back in class. If you did not pick up the paper when it was handed,0,,
back you still have only one week from the original hand back date to,0,,
request a remark.,0,,
c. If a paper is not resubmitted following the above guidelines the Professor,0,,
will regard the mark as originally assigned to be final. NO MARKS will be,0,,
changed at a later date.,0,,
It is important to note that the Professors reserve the right to remark the entire paper in,0,,
question.,0,,
6 2.  Use of RecordingVideo Devices  The recording of lectures andor the videotaping of lectures,0,,
is strictly prohibited.,0,,
3. Due Dates for Deliverables   Students are expected to write or submit all course,0,,
deliverables as scheduled according to this Course Outline. Medical absences with a written,0,,
certificate signed by a physician are the only acceptable reasons for failure to hand in or,0,,
complete a re quirement of this course at the specified time.,0,,
4. Late Policy  There is no grace period regardless of reason.  The late penalty is 25% of the,0,,
assignment mark for each day or part thereof.,0,,
5. Deferred Examinations   In order to sit a deferred examinati on you MUST make a formal,0,,
application to the Deferral Committee at the Telfer School of Management Undergraduate,0,,
Office.  It is this committee who approves or not your application for a deferred examination,0,,
not your professor.,0,,
6.  Class attendance  is mandatory as described in the Universitys calendar. It is your responsibility,0,,
to familiarize yourself with the appropriate sections of the calendar. Remember that I have the,0,,
authority to prevent you from writing the final exam if you miss two or more classes for thie,0,,
course . Random attendance check will be done through the term.,0,,
7 ADM 1100 A,0,,
INTRODUCTION TO BUSINESS MANAGEMENT,0,,
Fall 2019,0,,
Tentative Schedule1,0,,
Week  Topic Schedule and Deadlines  REQUIRED READINGS,0,,
Sept. 9  Introduction to Course,0,,
Introduction to Management and Organizations,0,,
Ch1,0,,
Sept. 16  Introduction to Management and Organizations,0,,
Management History,0,,
Ch1,0,,
Module 1,0,,
Sept. 23,0,,
Managing in a Global Environment,0,,
Managing Entrepreneurially and Options for Organizing a,0,,
Business  Ch4,0,,
Ch5 and Lecture Slides,0,,
Sept. 30  Decision Making,0,,
Team case project demo  Ch8,0,,
Lecture Slides,0,,
Oct. 7  Foundations of Planning,0,,
Managing Strategically  Ch9,0,,
Ch10,0,,
Oct. 13  NO CLASS  STUDY WEEK,0,,
Oct. 21   October 21  MIDTERM EXAM,1,10-21,midterm
Oct. 28  Managers and Communication  Ch12,0,,
Nov. 4  Managing Human Resources  Ch13,0,,
Nov. 11  Leadership,0,,
Managing Groups and Teams,0,,
Group PROJECT DUE AT 1000AM ON NOV. 14  Ch14,1,11-14,project
Ch16,0,,
Nov. 18  Managerial Control  Ch17,0,,
Nov. 25  Managerial Control  Ch17,0,,
Dec. 2  Review for Final Examination,0,,
Exam Period,0,,
FINAL EXAM,0,,
1 Tentative Schedule  subject to change . This is a  tentative schedule . If changes  have to be made to this  schedule  they,0,,
will be announced in class  and posted through Brightspace . Students are responsible for knowing about such  changes  even if,0,,
they are absent when  changes  are announced.,0,,
8,0,,
ACADEMIC FRAUD,0,,
Academic Regulation 14 defines academic fraud as  any act by a student that may result in a,0,,
distorted academic evaluation for that student or another student.  Academic fraud includes but,0,,
is not limited to activities such as,0,,
a Plagiarism or cheating in any way,0,,
b Submitting work not partially or fully the students own excluding properly cited,0,,
quotations and references.  Such work includes assignments essays tests exams,0,,
research reports and theses regardless of whether the work is written oral or another,0,,
form,0,,
c Presenting research data that are forged  falsified or fabricated,0,,
d Attributing a statement of fact or reference to a fabricated source,0,,
e Submitting the same work or a large part of the same piece of work in more than one,0,,
course or a thesis or any other piece of work submitted elsewhere without t he prior,0,,
approval of the appropriate professors or academic units,0,,
f Falsifying or misrepresenting an academic evaluation using a forged or altered,0,,
supporting document or facilitating the use of such a document,0,,
g Taking any action aimed at falsifying an acad emic evaluation.2,0,,
The Telfer School of Management does not tolerate academic fraud .  Please familiarize yourself,0,,
with the guidance provided at httpweb5.uottawa.camcs smcacademicintegrityhome.php,0,,
ACCESS SERVICE FOR STUDENTS WHO NEED ADAPTIVE MEASURES,0,,
Students who have a disability or functional limitation and who need adaptive measures,0,,
changes to the physical setting arrangements for exams learning strategies etc. to progress,0,,
or participate fully in university life should contact Access Service right away,0,,
By visiting their  office on the third floor of the Desmarais Building Room 3172,0,,
By fil ling out the online registration form,0,,
By calling 613 5625976,0,,
Access Service designs services and implements measures to break down barriers to learning for,0,,
students with physical or mental health problems visual impairments or blindness hearing,0,,
impairments or deafness permanent or temporary disabilities or learning disabilities.,0,,
2 Academic regulation 14  Academic Fraud and other information University of Ottawa August 2016.,0,,
httpwww.uottawa.caadministration andgovernanceacademic regulation 14other important,0,,
information .,0,,
9,0,,
PERSONAL ETHICS STATEMENT ON ASSIGNMENTS,0,,
Group Assignment,0,,
By signing this Statement I am attesting to the fact that I have reviewed not only my own work,0,,
but the work of my colleagues in its entirety.,0,,
I attest to the fact that my own work in this project meets all of the rules of quotation and referencing,0,,
in use at the Telfer School of Management at the University of Ottawa as well as adheres to the,0,,
fraud policies as outlined in the Academic Regulation s in the Universitys Undergraduate Studies,0,,
Calendar. Academic Fraud Webpage,0,,
To the best of my knowledge I also believe that each of my group  colleagues has also met the rules,0,,
of quotation and referencing aforementioned in this Statement.,0,,
I understand that if my group assignment is submitted without a signed copy of this Personal Ethics,0,,
Statement from each group member it will be interpreted  by the Telfer School that the missing,0,,
students signature is confirmation of non participation of the aforementioned students in the,0,,
required work.,0,,
Signature  Date,0,,
Last Name print First Name print  Student Number,0,,
Signature  Date,0,,
Last Name print First Name print  Student Number,0,,
Signature  Date,0,,
Last Name print First Name print  Student Number,0,,
Signature  Date,0,,
Last Name print First Name print  Student Number,0,,
CSI 2101B Discrete Structures WINTER 2017,0,,
PROFESSOR,0,,
CONTACT  Lucia Moura Office STE 5 027,0,,
email  luciaeecs.uottawa.ca   Your email message must have in the,0,,
subject line CSI2101 student full name or there is a risk of not being read,0,,
Office hours,0,,
Wednesdays 1015 1145 Prof Lucia Moura STE5027,0,,
TA office hours start the week of Jan 30,0,,
Mondays 1130 100 TA Thais Bardini Idalino room STE0109,0,,
Tuesdays 1200 130 TA Parinaz Sobhani room STE0109,0,,
Thursdays 1230 200 TA Rana Khalil room STE0109,0,,
WEB PAGE  httpwww.eecs.uottawa.caluciacourses2101 17,0,,
LINKSINFO   Lecture and tutorial material,0,,
Assignments To be posted in balckboard.,0,,
LECTURESTUTORIALS  LEC1   Mondays 1000 1130 MRT 205,0,,
LEC2   Wednesdays 830 1000 MRT 205,0,,
Students must attend one of the two tutorials below,0,,
note that the first Tutorial will be on January 17,0,,
TUT B1   Tuesdays 530 700 SCS C211 TA Thais Bardini Idalino,0,,
TUT B2   Tuesdays 530 700 UCU 205 TA Rana Khalil,0,,
POLICIES  You are responsible for reading the courses policies on  plagiarism  remarking  and  missed,0,,
midterm .,0,,
TEXTBOOK  Kenneth H. Rosen Discrete Mathematics and Its Applications Seventh,0,,
Edition McGraw Hill 2012.,0,,
CALENDAR,0,,
DESCRIPTION  CSI2101 Discrete Structures   31.50 3 cr.,0,,
Discrete structures as they apply to computer science algorithm analysis and design. Predicate,0,,
logic. Review of proof techniques application of induction to computing problems. Graph,0,,
theory applications in information technology. Program correctness preconditions,0,,
postconditions and invariants. Analysis of recursive programs using recurrence relations.,0,,
Properties of integers and basic cryptographical applications. Prerequisite MAT1348.,0,,
COURSE,0,,
OBJECTIVES  Discrete mathematics and structures form the very foundation for computer science and are,0,,
essential in every branch of computing.   In MAT1348 discrete mathematics for computing,0,,
you have been introduced to fundamental problems and objects in discrete mat hematics. In,0,,
CSI2101 discrete structures you will learn more advanced concepts in this area and at the,0,,
same time increase your knowledge of   how to apply them to various types of problems in,0,,
computing. While learning how to analyse an algorithm prove t he correctness of   a program,0,,
model a network problem with graphs or use number theory in cryptography you will be,0,,
sharpening your mathematical skills by practicing      problem solving modeling logical,0,,
reasoning and writing precise proofs.,0,,
COURSE,0,,
OUTLINE  1. Introduction to discrete structures and review of propositional logic,0,,
2. Predicate logic,0,,
3. Rules of inference and proof methods,0,,
4. Basic number theory and applications  5. Review of mathematical induction and strong induction. Recursive definitions and,0,,
structural induction.,0,,
6. Program correctness of recursive algorithms and program verification,0,,
7. Solving recurrence relations and complexity of divide andconquer algorithms,0,,
8. Selected problems involving graphs and trees,0,,
MARKING,0,,
SCHEME  Assignments A  25 %,0,,
Midterm exam M  25 %,0,,
Final exam F  50 %,0,,
Grade G,0,,
100 %,0,,
Final Grade G,0,,
if 0.25M  0.50F0.75  50%  then  G0.25M  0.50F0.75,0,,
if 0.25M  0.50F0.75 50%  then G0.25M  0.50F  0.25A,0,,
IMPORTANT,0,,
DATES  Assignment  currently tentative  due dates,0,,
A is the  average,0,,
of  Due date,0,,
Assignment 1  Mon Feb 6,1,02-06,assignment
Assignment 2  Fri Feb 17,1,02-17,assignment
Assignment 3,1,03-13,assignment
Assignment 4  Mon Mar 13,1,03-27,assignment
Mon Mar 27,0,,
Tutorial quiz participation  correctness enters as bonus 2% addition towards 25%A,0,,
Midterm test date  Wednesday March 1st 830 1000 room STEA0150  STEF0126,1,03-01,midterm
First lecture  January 9 Monday.,0,,
Study break  February 19 25.,0,,
Last date to drop  March 24.,0,,
Last lecture  April 5 Wednesday.,0,,
Final Exam Period  April 11 28 2017,0,,
SEG3102 Fall 2022,0,,
SEG3102 Software Design and Architecture,0,,
3 hrs lecture 1.5 hrs tut 1.5 hrs lab 3 cr,0,,
An indepth look at software design. Continuation of the study of design patterns frameworks and,0,,
architectures.  Survey  of  current  middleware  architectures.  Design  of  distributed  systems  using,0,,
middleware. Designing for qualities such as performance safety security reusability reliability etc.,0,,
Measuring internal qualities and complexity of software. Evaluation and evolution of designs. Basics of,0,,
reengineering and reverse engineering. Prerequisite SEG2105,0,,
Course Hours,0,,
Day Time Room,0,,
Tuesday 1430  1720 SCR  002 Lecture,0,,
Tuesday 1130   1250 CBY B02 Lab,0,,
Wednesday 1000  1120 CBY B02 Lab,0,,
Wednesday 1600  1720 STM 224 DGD,0,,
Instructor,0,,
Stphane S. Som,0,,
Office STE 5033,0,,
Ph 5625800 ext 6714,0,,
Email Stephane.Someuottawa.ca,0,,
Office Hours By appointment,0,,
Teaching Assistants,0,,
Siddhant Tiwari stiwa017uottawa.ca,0,,
Akshata Ramesh Rao  arao082uottawa.ca,0,,
Cyril Meriam Kennedy  ckenn072uottawa.ca,0,,
Matthew Joseph Demczyk  mdemc071uottawa.ca,0,,
Books,0,,
No required text. The course is based on several sources including,0,,
Humberto Cervantes and Rick Kazman Designing Software Architectures A Practical Approach,0,,
AddisonWesley 2016,0,,
Len Bass Paul Clements Rick Kazman Software Architecture in Practice Addison Wesley.,0,,
Craig Larman Applying UML and Patterns An Introduction to ObjectOriented Analysis and,0,,
Design and the Unified Process 3rd edition Prentice Hall 2006,0,,
Eric Evans DomainDriven Design Tackling Complexity in the Heart of Software Addison,0,,
Wesley 2004,0,,
Scott Millett Nick Tune Patterns Principles and Practices of DomainDriven Design Wrox 2015,0,,
Robert C. Martin Clean Architecture A Craftsmans Guide to Software Structure and Design,0,,
Prentice Hall 2017Sam Newman Building Microservices OReilly 2015,0,,
Chris Richardson Microservices Patterns Manning 2019,0,,
Jiawei Han Micheline Kamber Jian Pei Data Mining Concepts and Techniques Morgan,0,,
Kaufmann 2012,0,,
Course Learning Outcomes,0,,
Upon completion of the course student will be able to,0,,
Describe software architecture drivers architecture concepts the relation between architecture,0,,
and requirements and the architecture development process.,0,,
Use a software architecture development process to create architectures from requirements.,0,,
Design and implement software involving middleware and framework technologies.,0,,
Explain the core principles of software design.,0,,
Design software using the Domain Driven Design DDD approach.,0,,
Describe a wide variety of architecture styles design patterns and frameworks.,0,,
Use metrics to measure and assess software designs.,0,,
Program Learning Outcomes  Accreditation Standards,0,,
This course contributes to the achievement of the following program learning outcomes,0,,
1c. Program in two different programming languages,0,,
4b. Apply a wide variety of design patterns frameworks and architectures in the design of a,0,,
variety of types of software,0,,
4c. Apply principles of software design to the development of software,0,,
5a. Use multiple programming language and development environments on several different,0,,
operating system and hardware platforms,0,,
5c. Use tools and languages for modeling analysis and generation of of software structure,0,,
5d. Use tools and languages for modeling analysis and generation of of software behaviour,0,,
5h. Apply a variety of APIs and software libraries to software engineering,0,,
6a. Work individually on software engineering activities,0,,
6b. Work in a group on software engineering activities,0,,
Evaluations,0,,
Quizzes 15%  Weekly quizzes consisting of questions asked after each module. These quizzes check,0,,
your progress with the material covered.,0,,
Lab Exercises 15%  Weekly work involving design and implementation tasks related to the labs.,0,,
Assignment 10%   Design and modeling.,0,,
Project 25%  You will work as a team to design and implement a software application from,0,,
requirements. The project involves deliverables whose deadlines will be communicated.,0,,
Final Exam 35% Oral Assessment Any of the evaluations listed above may be replaced in whole or in part by an,0,,
oral examination at the discretion of the instructor.,0,,
Minimum Participation You will receive EIN equivalent to F as final grade if you do not satisfy,0,,
the following requirements.,0,,
Submission of 80% of the Labs exercises with evidence of performed work.,0,,
Submission of the assignment.,0,,
Completion of 80% of the Quizzes.,0,,
100% completion of the Project deliverables within a Group and recognition by other team,0,,
members of an effective contribution.,0,,
Completion of the final exam.,0,,
Late Policy  all work must be handed online on Virtual Campus andor Github Classroom by the,0,,
deadline  specified.  Any  late submission  will  result  in  mark  zero  0  unless  a justification  is,0,,
provided  and  accepted  by the instructor andor  a special  extension  was  granted  before the,0,,
original deadline. Note that the submission time as recorded by Virtual Campus or for your latest code,0,,
checkin is the only one considered.,0,,
Information sharing and copyright,0,,
All  material  provided  for  the  course  including  video  recordings  course  notes  labs  tutorials,0,,
assignments exams solutions are protected by copyright. Copying digitizing or publishing on a Web,0,,
site without the explicit authorization of the instructor is a violation of copyright and is illegal.,0,,
Prevention of sexual violence,0,,
The University of Ottawa does not tolerate any form of sexual violence. Sexual violence refers to any,0,,
act of a sexual nature committed without consent such as rape sexual harassment or online,0,,
harassment. The University as well as student and employee associations offers a full range of,0,,
resources and services allowing members of our community to receive information and confidential,0,,
assistance and providing for a procedure to report an incident or make a complaint. For more,0,,
information visit www.uOttawa.casexualviolencesupportandprevention .,0,,
Mental Health,0,,
The University of Ottawa and your professors are committed to your wellbeing. The Universitys core,0,,
values include preparing students to become leaders and encouraging and enabling them to achieve,0,,
personal growth and wellness. As such the Mental Health and Wellness website acts as a central,0,,
location for information and resources at our University and in the surrounding community. It is also an,0,,
excellent tool for family members friends and colleagues who may need to help someone close to them,0,,
that is studying or working at the University. For more information visit uottawa.cawellness. For 247,0,,
support students can call Good2Talk at 1 866 9255454. Good2Talk is a postsecondary student,0,,
helpline which provides professional and confidential support for students in Ontario free of charge.,0,,
Academic Integrity,0,,
Preamble,0,,
Academic integrity is a fundamental value at the core of all academic activities. The regulation on,0,,
academic fraud Academic Regulation 114  defines the acts that can compromise academic integrity and outlines the various sanctions and consequences of such acts and the procedures for handling,0,,
allegations and setting sanctions. Further information on academic integrity is available on the website,0,,
of the Provost and VicePresident Academic Affairs .,0,,
Definition,0,,
